sample bin completeness_checkm2 contamination_checkm2 bakta_trna_all bakta_trna_uniq bakta_16s bakta_23s bakta_5s barrnap_16s barrnap_23s barrnap_5s custom_trna_uniq operon mimag
NP-RASK00000068MP NP-RASK00000068MP.bin.1.51 90.09 0.73 44 20 2 1 0 2 1 0 19 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.52 100 0.06 54 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.57 90.36 0.63 65 20 5 5 4 5 5 4 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.6 100 3.58 65 21 7 7 7 7 7 7 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.61 100 0.16 48 21 3 4 3 3 4 3 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.65 99.55 0.63 53 21 2 2 2 2 2 2 20 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.68 97.06 0.43 61 21 6 7 6 6 7 6 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.7 99.34 0.59 34 19 2 2 3 2 2 0 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.72 98.6 0.9 48 18 5 5 5 5 5 0 19 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.8 100 1.94 55 21 4 4 4 4 4 4 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.81 98.68 1.28 44 20 3 2 4 3 2 4 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.86 99.98 3.11 54 21 7 7 7 7 7 7 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.9 99.99 0.79 59 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.10 95.51 0.39 38 20 2 2 2 2 2 0 20 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.103 88.67 0.55 47 18 1 0 4 1 0 4 17 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.106 93.9 5.52 70 21 4 0 5 4 0 5 21 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.112 88.85 1.02 45 21 0 0 0 0 0 0 20 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.113 89.95 8.24 33 21 1 1 1 1 1 1 22 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.114 80.59 4.96 57 20 5 5 5 5 5 5 21 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.118 81.16 6.1 56 21 3 3 2 3 3 2 21 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.119 78.09 2.43 42 20 2 2 2 2 2 2 21 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.12 54.64 6.53 38 12 1 0 0 1 0 0 12 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.121 83 4.65 45 18 3 3 3 3 3 0 19 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.124 82.91 6.95 57 21 6 6 4 6 6 4 21 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.125 98.2 2.3 63 21 6 8 7 6 8 0 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.126 92.46 4.2 57 21 3 2 1 3 2 1 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.131 83.17 4.81 35 20 3 2 2 3 2 0 20 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.133 91.5 2.29 62 21 6 5 1 6 5 1 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.134 89.56 1.79 66 21 5 4 2 5 4 2 22 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.136 98.27 4.66 57 20 2 3 2 3 3 2 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.137 99.41 0.77 70 21 5 6 5 5 6 0 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.14 79.24 1.64 50 16 3 3 3 3 3 3 17 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.143 99.35 0.11 57 21 4 4 4 4 5 0 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.148 72.69 4.59 35 19 1 1 1 1 1 1 19 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.153 64.82 2 35 20 0 0 0 0 0 0 17 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.154 86.3 2.21 42 20 4 1 1 4 1 1 20 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.164 78.25 5.64 66 18 1 1 1 1 1 1 16 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.166 55.45 4.13 28 15 1 0 1 1 0 1 15 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.167 92.73 1.55 43 19 4 2 4 4 2 0 20 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.172 68.41 5 30 14 2 2 2 2 2 2 15 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.173 50.87 3.27 23 15 0 0 0 0 0 0 15 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.180 77.76 1.82 32 18 0 0 0 0 0 0 18 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.2 82.66 5.06 34 19 0 0 0 0 0 0 18 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.22 86.84 1.38 52 21 2 1 0 2 1 0 22 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.27 77.09 3.39 32 15 0 0 0 0 0 0 15 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.3 88.25 3.34 59 20 4 4 2 4 4 0 21 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.36 99.75 5.85 81 21 8 8 8 8 8 8 22 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.4 61.09 6.56 23 12 0 0 0 0 0 0 13 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.41 88.22 8.44 34 20 1 0 1 1 0 1 20 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.48 76.41 1.35 43 20 1 2 1 1 2 1 20 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.52 78.31 2.89 58 20 3 0 4 3 0 4 20 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.55 71.56 3.72 26 12 1 0 2 1 0 2 12 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.59 91.15 0.83 51 20 2 1 2 2 2 0 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.64 69.03 6.42 49 21 1 1 1 1 1 1 21 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.7 69.75 6.57 29 15 2 1 1 2 1 1 15 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.71 91.21 1.29 50 20 2 2 2 2 2 2 20 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.72 82.56 7.21 62 21 4 3 4 4 3 4 22 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.73 82.53 5.31 23 12 0 0 1 0 0 0 12 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.74 84.92 2.59 40 19 0 0 5 0 0 5 19 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.76 83.95 2.43 44 17 1 1 1 1 1 0 17 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.85 98.3 2.98 49 20 2 1 2 2 1 2 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.88 90.26 0.09 44 21 5 3 5 5 4 5 20 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.93 87.96 4.33 54 20 1 1 2 1 1 2 21 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.94 71.71 3.43 40 17 4 4 4 4 5 4 18 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.95 51.56 2.81 32 13 0 0 0 0 0 0 13 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.96 77.07 6.64 60 22 0 0 0 0 0 0 21 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.2.97 85.28 3.81 38 15 4 2 4 4 2 4 14 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.3.16 77.93 3.68 54 18 4 2 4 4 3 4 19 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.3.7 92.36 7.99 61 22 4 4 4 4 4 4 21 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.s.2 97 0.33 50 22 3 3 3 3 3 3 21 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.1.1 99.5 0.35 58 20 5 5 5 8 5 5 21 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.1.11 99.97 1.56 60 22 5 5 5 5 5 5 21 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.1.13 98.1 3.64 57 21 1 1 1 1 1 1 20 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.1.15 99.88 0.06 55 21 5 4 5 5 4 1 22 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.1.16 99.81 1.72 54 21 4 3 1 4 3 1 22 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.1.17 96.65 1.24 58 22 4 5 4 4 5 3 22 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.1.18 98.2 3.55 49 20 4 4 4 4 4 0 21 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.1.23 90.52 1.04 58 21 3 2 2 3 2 0 22 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.1.3 100 0.12 88 22 7 7 8 7 7 8 22 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.1.4 99.76 0.44 58 20 7 6 7 7 6 7 21 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.1.5 99.89 0.25 53 21 2 2 2 2 2 0 22 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.1.6 94.55 0.19 43 18 0 0 0 0 0 0 18 0 MQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.1.7 99.48 0.11 54 21 4 3 4 4 3 4 21 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.1.8 92.55 4.31 36 16 0 0 0 0 0 0 16 0 MQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.2.1 84.54 2.76 54 22 4 4 4 4 4 4 22 1 MQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.2.13 71.95 2.16 49 21 2 2 2 2 2 2 22 1 MQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.2.15 84.07 0.77 66 21 4 5 5 7 5 5 21 1 MQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.2.17 88.66 4.76 57 21 4 4 4 4 5 0 22 1 MQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.2.19 93.65 3.7 71 20 7 2 5 7 2 5 19 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.2.4 91.96 0.89 53 20 3 4 4 3 4 4 19 1 HQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.2.6 64.17 7.06 15 10 0 0 0 0 0 0 9 0 MQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.2.9 87.76 2.59 49 20 1 2 2 1 2 2 18 1 MQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.3.19 54.03 4.79 33 13 0 0 0 0 0 0 12 0 MQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.3.4 58.94 1.57 33 15 0 0 1 0 0 1 15 0 MQ
NP-ASYM00000043MP NP-ASYM00000043MP.bin.s.1 99.99 1.2 68 21 7 7 7 7 7 7 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.1 99.31 0.91 70 21 5 5 5 5 5 5 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.10 99.74 4.29 56 22 4 4 4 4 4 4 21 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.11 99.97 0.5 50 21 4 5 5 4 5 0 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.12 99.99 2.62 66 21 7 7 7 7 7 7 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.13 90.59 0.39 58 22 5 5 5 5 5 5 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.14 98.54 1.98 80 21 6 5 5 6 5 5 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.15 99.97 0.21 54 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.16 99.58 0.05 51 21 6 5 5 6 5 5 20 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.17 91.31 0 59 21 5 5 5 5 5 0 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.18 96.17 0.78 55 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.19 99.1 0.16 49 21 2 3 3 2 3 3 18 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.2 100 0.07 86 22 8 8 9 8 8 9 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.20 98.43 2.25 42 20 4 4 4 4 4 4 19 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.21 97.4 0.65 57 22 6 6 6 6 6 6 21 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.22 98.76 0.11 55 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.23 97.74 1.91 70 20 5 5 4 5 5 4 19 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.24 95.3 0.38 46 22 6 5 5 6 5 4 21 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.25 94.83 0.76 56 21 3 2 2 3 2 2 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.3 99.93 0.48 58 22 4 4 4 4 4 4 21 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.30 92.55 0.44 62 19 3 6 3 3 6 3 18 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.33 99.93 0.8 82 21 6 6 6 6 6 6 21 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.35 90.83 0 56 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.38 90.82 0.05 59 21 6 4 4 6 4 4 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.4 98.32 3.08 57 20 2 2 2 2 2 2 20 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.40 91.94 1.01 79 21 7 7 7 7 7 4 21 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.42 97.38 0.02 50 21 2 2 2 2 2 2 21 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.5 99.44 2.96 56 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.50 100 0.17 71 21 5 5 5 5 5 5 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.53 99.99 0.06 47 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.56 98.12 1.83 50 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.6 95.11 2.97 59 20 1 1 2 1 1 2 19 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.60 99.66 0.24 48 21 0 0 1 0 0 1 21 0 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.61 99.99 0.56 50 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.64 90.07 1.86 45 19 0 0 0 0 0 0 19 0 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.7 99.1 0.19 60 21 6 6 6 6 6 5 22 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.8 99.99 0.31 67 21 4 4 4 4 4 4 20 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.1.9 91.93 0.71 43 19 3 3 3 3 3 3 19 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.1 99.86 1.27 62 21 4 6 5 4 6 5 20 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.12 53.55 4.45 42 17 0 0 0 0 0 0 17 0 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.14 75.37 2.48 49 18 1 0 0 1 0 0 18 0 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.16 94.29 7.63 53 22 1 1 1 1 1 1 22 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.17 88.25 4.38 58 20 3 5 4 3 5 4 21 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.18 76.76 6.63 81 21 3 2 1 3 2 1 20 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.19 81.65 3.46 34 16 1 1 1 1 1 0 17 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.2 82.27 2.49 54 21 2 2 2 3 2 2 21 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.24 55.3 2.26 26 16 1 0 0 1 0 0 16 0 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.25 86.79 2.16 58 21 6 6 6 6 6 0 22 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.27 59.19 0.61 36 15 0 0 1 0 0 1 14 0 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.28 88.87 0.61 64 22 5 6 5 5 6 5 22 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.3 95.03 6.57 64 21 6 6 6 6 6 6 22 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.35 97.75 2.46 47 21 1 1 1 1 1 1 21 1 HQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.37 73.03 7.53 45 19 3 3 3 3 3 1 19 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.38 82.85 3.18 59 22 3 3 2 3 3 2 22 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.39 88.83 6.23 64 20 3 4 4 3 4 4 20 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.40 73.32 2.63 35 19 1 1 2 1 1 2 18 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.41 85.29 0.73 50 20 4 4 4 4 4 4 18 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.42 81.05 7.83 45 19 1 2 2 2 2 0 20 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.43 58.73 3.95 6 5 1 0 0 1 1 0 5 0 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.44 64.67 4.01 32 18 2 1 1 2 1 1 19 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.50 66.34 5.69 39 19 1 1 2 1 1 2 19 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.54 88.19 1.94 74 21 5 4 4 5 4 4 22 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.56 54.35 0.33 22 14 0 0 0 0 1 0 14 0 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.57 89.9 7.19 66 21 5 4 4 5 4 4 21 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.60 62.02 1.17 45 20 1 3 3 1 3 3 21 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.61 88.16 4.26 36 18 0 0 0 0 1 0 18 0 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.62 56.09 1.3 24 15 1 2 3 1 2 3 14 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.63 89.42 1.54 65 20 5 5 4 5 5 4 19 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.68 54.57 4.84 39 13 1 2 2 1 2 2 12 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.7 75.96 0.76 47 18 1 1 1 1 1 1 19 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.73 88.17 3.34 60 21 4 5 5 5 5 2 22 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.84 89.92 1.27 53 21 4 4 3 4 4 4 22 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.87 91.22 9.5 55 21 4 4 4 4 4 0 22 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.2.89 97.55 8 66 21 5 6 5 5 6 5 20 1 MQ
NP-RASK00000076MP NP-RASK00000076MP.bin.3.4 98.82 7.48 56 21 3 3 3 3 3 3 22 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.1 99.84 0.1 52 21 2 2 3 2 2 3 22 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.10 100 0.74 64 21 4 4 4 4 4 4 20 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.11 99.99 0.21 60 21 5 5 5 5 5 5 18 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.12 100 0.18 78 21 7 7 8 7 7 7 20 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.13 93.03 0.72 42 18 4 4 4 4 4 4 18 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.14 100 0.53 57 21 3 4 5 3 4 5 21 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.16 99.99 2.57 61 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.19 100 3.58 50 21 2 2 0 2 2 0 21 0 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.2 99.41 0.9 61 21 3 2 4 3 2 4 22 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.21 94.63 0.18 49 21 3 2 2 3 2 2 22 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.22 99.99 0.54 45 21 2 1 1 2 1 1 21 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.24 90.42 2.2 27 14 0 0 0 0 0 0 14 0 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.25 100 4.58 65 20 5 3 4 5 3 4 21 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.3 99.69 0 54 20 2 2 2 2 2 2 21 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.31 98.16 2.38 54 21 3 3 4 3 3 4 22 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.32 90.83 0.36 47 20 3 4 4 3 4 4 20 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.4 99.93 4.45 49 20 3 1 3 3 1 3 21 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.40 100 0.94 82 22 7 7 5 7 7 5 22 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.46 99.88 0 89 21 6 6 4 6 6 4 20 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.52 96.97 0.85 47 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.53 99.98 0.62 60 22 5 5 5 5 5 5 21 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.57 99.99 0.34 64 20 2 2 2 2 2 0 20 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.58 96.08 2.12 52 21 3 0 3 3 3 0 22 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.59 98.3 0.41 45 21 4 3 3 4 3 3 22 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.6 100 0.83 47 21 3 3 2 3 3 0 22 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.68 99.72 0.53 55 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.7 98.97 0.29 61 21 6 6 6 6 6 0 22 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.70 97.34 3.48 66 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.1.9 99.58 0.06 53 21 3 3 3 3 3 0 22 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.102 84.97 7.74 62 20 3 1 1 3 1 1 20 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.104 79.22 6.3 28 17 0 0 0 0 0 0 18 0 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.111 54.39 1.73 16 11 0 0 0 0 0 0 11 0 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.113 72.37 3.8 46 20 0 0 0 0 0 0 18 0 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.119 78.76 4.96 36 16 3 3 2 3 3 2 17 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.12 66.8 8.55 36 20 1 1 1 1 1 1 21 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.121 77.7 5.72 40 19 0 0 0 0 0 0 19 0 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.122 82.77 3.99 37 17 1 1 1 1 1 1 16 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.125 79.79 3.75 33 19 1 1 1 1 1 1 18 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.127 83.82 5.2 29 17 2 1 1 2 1 1 17 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.13 91.76 1.35 63 22 5 5 5 5 5 5 21 1 HQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.130 57.78 2.54 31 18 0 0 0 0 0 0 18 0 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.134 63.49 3.93 37 16 0 0 0 0 0 0 16 0 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.138 82.3 5.78 41 18 0 0 0 0 0 0 18 0 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.14 69.24 0.88 41 18 2 3 3 2 3 3 15 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.147 58.06 2.24 49 18 1 1 1 1 1 1 18 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.152 85.76 0.26 60 20 4 4 4 4 4 4 20 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.154 78.3 4.12 32 17 2 1 1 2 1 1 18 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.155 81.23 2.62 34 15 0 0 0 0 0 0 15 0 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.157 83.11 3.72 46 21 1 1 1 1 1 1 19 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.159 85.02 3.26 36 15 1 1 1 1 1 1 15 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.160 85.14 0.99 56 20 6 4 4 6 4 4 21 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.162 54.97 0.85 39 18 1 1 1 1 1 0 17 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.18 95.4 8.13 60 21 6 3 3 6 3 3 20 1 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.23 85.13 9.62 41 17 0 0 0 0 0 0 17 0 MQ
NP-RASK00000038MP NP-RASK00000038MP.bin.2.29 75.62 3.21 33 18 1 0 1 1 0 1 18 0 MQ
